í	P RX RPX ADV ADVR RP
dýrkuðu	VBDI
skurgoð	N-A
díóklesíanus	NPR-G NPR-N
kristilega	ADJ-A ADV ADJ-N ADJ-D
vesömuðu	VBDI
afguða	NS-A
antíokkíam	NPR-A
rægðu	VBDI
umboðsmann	N-A
dagferði	N-N
tæla	VB VBPI
dýrkan	ADJ-A ADJ-N N-D N-N N-A
afguðanna	NS-G
erasmo	NPR-A NPR-D NPR-G
líbanó	NPR-D
gleðja	VB
erasme	NPR-N NPR-D NPR-V
heimveginn	N-A
djöfulóðir	ADJ-N
sumlegum	ADJ-D
andskotarnir	NS-N
greindir	VAN
einhverjir	ONE+Q-N
öðruvegs	OTHER+N-G
fregnandi	VAG
hygginn	ADJ-A ADJ-N
andlegra	ADJ-G
útvendilega	ADV
þykkleika	NS-A
sjánna	NS-A
prýðilegrar	ADJ-G
fegurðar	N-G
máltak	N-N
djarflegt	ADJ-N
forsjálegt	ADJ-N
óefanlegt	ADJ-A
offrir	VBPS VBPI
hljótir	VBPS
jafnheimskur	ADVR+ADJ-N
svipum	NS-D
hnútar	NS-N
barið	VBN VAN
hreinu	ADJ-D
góðgirnd	N-N N-A N-D
glatan	N-D
óhreinir	ADJ-N
pallacíu	N-A FW
mektugastan	ADJ-A
ríkastan	ADJS-A
glúpandi	VAG
svikarfullasti	ADJS-N
fýttur	N-N
sálna	NS-G
kristo	NPR-A NPR-D FW
fyrirdæming	N-A
eiturlegri	ADJ-D
ærslum	NS-D
eiturfullri	ADJ-D
erasmum	NPR-A NPR-D NPR-G NPR-N
lurkum	NS-D
lurkarnir	NS-N
lömdu	VBDI
aumu	N-A ADJ-N ADJ-G ADJ-D
sjér	PRO-D
nægja	VB VBPI
börðu	VBDI
jarteikn	N-N NS-A N-A NS-N
slögum	NS-D
bólga	N-N
þjónustusvein	N-A
fókið	N-A
kúnst	N-A N-D
fítonsanda	NS-A NS-G
yfirgengur	RP
$gengur	VBPI
óflekkaðri	ADJ-D
spámennirnir	NS-N
eiginlegu	ADJ-D ADJ-A ADJ-G
banablóði	N-D
úthella	RP
$hella	VB
viljanlega	ADV
skuldar	N-G
óendalegt	ADJ-A
skúfaðir	VAN
feðgina	NS-G
umbreytni	N-A
mekt	N-A N-D
ómiskunnlega	ADV
rífa	VB VBPI
járnkömbum	NS-D
auðmýkt	N-N N-A N-D
versið	N-A
prófetanum	N-D
þjónustumanna	NS-G
skynlausar	ADJ-A
þénarum	NS-D
olíi	N-A
blý	N-A N-D
vella	VBPI
þrælarnir	NS-N
mjúkri	ADJ-D
laugu	NPR-D N-D
gírugi	N-N
þrúgan	N-N
glæpilegar	ADJ-N
pínur	NS-A NS-N
nauðga	VB VBI
brennanda	VAG VAG-A VAG-G VAG-D
innarlegrar	ADJ-G
sannheilagan	ADJ-A
styggja	VB
meðlæti	N-A N-D
glæpilega	ADV
fljótast	ADV ADJS-N ADVS
fyriromið$	RP
komiðf	VBN
bölvaðri	ADJ-D
samsetningu	N-D
jarðskjálft	N-A
eldgangi	N-D
lofinu	N-D
þriðjungurinn	N-N
ljúfum	ADJ-D
bölvaður	AN ADJ-N VAN
járns	N-G
vigtar	N-G
myrkvastofuna	N-A
ómæltri	ADJ-D
heiðnu	ADJ-D ADJ-N
máttugi	ADJ-N
uppteknum	VAN-D
augsjón	N-D
sendiboða	N-A
vandkvæðum	NS-D
uppfylltist	RP
$fylltist	VBDI VBDS
skæru	ADJ-D
frábærlegur	ADJ-N
ilmur	N-N
blys	NS-N
mjúk	ADJ-A ADJ-N
eiginlegri	ADJR-G
guðdómsins	N-G
óverðugum	ADJ-D
þénara	N-G NS-G NS-A N-D ADJR-A NA N-A
fanglelsi	N-D
ofni	N-D
nabagodosor	NPR-G
leónagröfinni	N-D
abbakúk	NPR-D
spámanni	N-D
ærlegu	ADJ-A
kvinnuna	N-A
súsanna	NPR-A
forlogin	VAN
falsvitnum	NS-D
ómildum	ADJ-D
miðlað	VBN
píslarfæri	NS-A
þyngsla	NS-G
vallland	NPR-A
lúgridó	NPR-D NPR-G NPR-N
myrkvastofunnar	N-G
læsta	VAN
ósköddu	ADJ-D
galdrafulla	ADJ-A
hæðir	NS-A NS-N VBPI
ókvæða	ADJ-A ADJ-N
hnefunum	NS-D
slóg	VBDI
sundli	N-D
háð	ADJ-A ADJ-N N-N N-A VAN
spott	N-N N-A
alþýðunni	N-D
fjölkunniga	N-D
varðhaldi	N-D
fólksmenn	NS-N
beiskan	ADJ-A
ómildi	ADJ-N
týranni	N-N
réttferðuga	ADJ-D ADJ-A
sannheilögum	ADJ-D
kæru	ADJ-N
vináttugjöfum	NS-D
jafnsnart	ADVR+ADV ADV ADJ-N ADVR
sanktus	ADJ-N NPR-G NPR-N FW
anastasíus	NPR-N
kunngjört	VBN VAN
framliðni	ADJ-N
heimuglegan	ADJ-A
piltsins	N-G
óumræðilegur	ADJ-N
villtan	ADJ-A
vegsamað	VBN VAN
vaktur	VAN
afguðar	NS-N
tilheyrði	RP
$heyrði	VBDI
framburð	N-A
manneskjur	NS-A NS-N
réttlætisgötu	N-A
evangelío	N-A
klappið	VBI
blessa	VB VBI
ómældri	ADJ-D
útvalið	RP ADJ-N
$valið	VBN
arbeidað	VBN
fyrirgreint	ADJ-N
stöllum	NS-D
kærustu	ADJS-N N-G ADJS-G ADJ-N
fullkomnu	ADJ-D
dásemdartáknum	NS-D
ske	VB ADV22 ADV VBPS
örugga	ADJ-A
appróbus	NPR-N
maximíanum	NPR-D
valllandi	NPR-D
jarteiknir	NS-N
hundheiðinn	ADJ-A ADJ-N
stallbróðir	N-N
fangaðan	VAN-A
falski	ADJ-N
vantrúandi	VAG
rangsnúin	ADJ-N
pínir	VBPI
fótsporum	NS-D
sálugur	ADJ-N
blóðsúthelling	N-N
bóta	N-G NS-G
kenndist	VBDI VBDS
yrðir	RDDS
sálar	N-G
slekti	N-N N-D
offrum	NS-D VBPI
gleðisamlegt	ADJ-A
afmáð	RP
$máð	VBN VAN
forþénað	VBN
forfeðra	NS-G
afguð	N-N N-A N-D
jóvis	NPR-A NPR-N
lofsöngum	NS-D
loffórn	N-A
vegsama	VB VBPI
hryggu	ADJ-D
lotning	N-N N-A N-D
skrímsli	N-D
styrki	VBPS
þreyta	VB N-N
æru	N-G N-A N-D
gullsúla	N-N
súlu	N-A N-D
gráður	NS-N
tröppur	NS-A NS-N
andskotann	N-A
dökku	ADJ-D ADJ-A
púðri	N-D
þriðjunginn	N-A
hinmaguði	N-D
óhreinn	ADJ-N
lukku	N-G N-A N-D
birtst	VB
fullkomnað	VBN VAN
kristnafn	N-A
fyrirbúin	RP
$búin	VAN
himninum	NPR-D N-D
fjárhirðir	N-N
fjölgast	VB
þroskast	VB VBN VBPI
ullar	N-G
afgreiðir	VBPI
geymsla	N-N
almáttugum	ADJ-D
nýskírðra	ADJ-G
fágaðar	ADJ-N
flekklausar	ADJ-N
rangsnúa	VB
fornemur	VBPI
eldibranda	N-A
katlar	NS-N
fótalausar	ADJ-N
grýtur	NS-N
vanar	ADJ-N
steikja	VB
brandana	NS-A
ristina	N-A
þrályndi	N-N
heimski	ADJ-N
þrúgun	N-A
skeytir	VBPI
stakkinn	N-A
kælu	N-A
lífgað	VBN VAN
stakkurinn	N-N
snjór	N-N
skammaður	VAN
gjörningar	NS-N
missýningar	N-N NS-A
fremji	VBPI
ómaklegur	ADJ-N
dyndugs	ADJ-G
réttleiðis	N-G
bersyndugur	ADJ-N
afláta	RP
misgjörninga	NS-A
óumræðileg	ADJ-N
guðar	NS-N
þrúgunarhót	NS-A
þénurum	NS-D
pott	N-A
vellanda	VAG-D
olíe	N-D
biki	N-D
vall	VBDI
pottinum	N-D
konstur	N-N
pottur	N-N
mótlætis	N-G
mjúkrar	ADJ-G
makinda	NS-G
pottinn	N-A
sértu	BEPS
trúlyndi	ADJ-N
þol	N-N VBI
mótgjörðir	NS-A
dropi	N-N
merk	VBI
kvalar	N-G NS-N
máttir	MDDI
dropa	NS-A N-A
hitann	N-A
undirdjúpinu	N-D
handtaka	VB
auðmjúkt	ADV
mikhael	NPR-N
kampanían	NPR-N
formana	NPR-G NPR-N
eurakum	NPR-N
bát	N-A N-D
óttasleginn	ADJ-A ADJ-N
fyrirgreindan	VAN-A
fromana	NPR-A
gyðinganna	NPRS-G NS-G
heilagir	ADJ-N
fæðis	N-G
fyrirgreindum	VAN-D
greindar	ADJ-N VAN
ætlaðar	VAN
píslarvættismerki	N-N
teiknast	VB
dómarinn	N-N
maximíani	NPR-G
rekja	VB N-N
píslarvottum	NS-D
óumræðilega	ADJ-A ADV
heiðraði	VBDI
bænahöldum	NS-D
ölmusugjörðum	NS-D
nytsamlegum	ADJ-D
miskunnarverks	N-G
reiknast	VB
sætasti	ADJS-N
miskunnir	VBPI
fjárþurfanda	ADJ-N
röddin	N-N
herskapur	N-N
prófetar	NS-N
hvítari	ADJR-N
óendalegrar	ADJ-G
útvalinn	RP VAN-A
píslarvott	N-A
nauðhjálpara	N-A
píslarvotts	N-G
alsvoldugur	ADJ-N
palastinorum	NPR-N
megtugur	ADJ-N
palestína	NPR-A NPR-N
greindu	VBDI VAN-D
georgius	NPR-N
jurienn	NPR-N
göfugu	ADJ-D
unaðssemd	N-D
réttferðugu	ADJ-N
theodórus	NPR-D NPR-N
bróðurinn	N-N
demetríus	NPR-D NPR-N
georgíus	NPR-G NPR-N
dygðar	N-G
góðsemd	N-A
fasttækur	ADJ-N
listum	NS-D
þekkur	ADJ-N
silena	NPR-N
kappadókía	NPRS-A NPR-N
dubbaðir	VAN
heiðindóminn	N-A
magt	N-N N-A N-D
ánauðir	NS-A NS-N
þvingaði	VBDI
hvíldu	VBDI
strangt	ADJ-A ADV ADJ-N
bræðurnir	NS-N
eintali	N-D
vaxandi	VAG ADJ-A ADJ-N VAG-G
dygðum	NS-D
hraustum	ADJ-D
upphefur	RP
$hefur	VBPI
megtugs	N-G
imolet	NPR-N
spalor	NPR-D NPR-G NPR-N
forþéna	VB VBPI
georgíum	NS-D NPR-A NPR-D FW NPR-G
samtal	N-N N-A
skulir	MDPS
einvaldsherra	N-N
palestínu	NPR-D
höfðuborg	N-D
eflast	VB
þakksamlega	ADV
bróðurlega	ADJ-A ADV
ástsamlegri	ADJ-D
ykkkur	PRO-D
arbeiða	VB
kristileg	ADJ-N
nálægt	ADJ-A P ADJP-N ADJ ADJ-N ADV
kappadókíam	NPR-A NPR-D NPR-G
megt	N-A N-D
þvingað	ADJ-N VBN
eftur	P
nítján	NUM-G NUM-N
markgreifinn	N-N
stríddi	VBDI
herralega	ADV
kauptúnum	NS-D
marcellus	NPR-N
megtugir	ADJ-N
rómversku	ADJ-D ADJ-A
keisaraveldi	NS-A
gagnstaðlegir	ADJ-N
ómiskunnsamlegar	ADJ-G
eftirá	ADV
hundheiðnir	ADJ-N
palestíno	NPR-D NPR-N
byrjað	VBN VAN
samaleiðis	ALSO ADV
imoleth	NPR-D NPR-N
forstjórar	NS-N
rómverskir	ADJ-N
keisarar	NS-N
skrifuðu	VBDI VAN-A
vingjarnleg	ADJ-N
látanda	VAG
markgreifanum	N-D
óttaslegnir	ADJ-N
óbætanlegan	ADJ-A
þyrmir	VBPI
drekum	NS-D
örugglega	ADV
fljótan	ADJ-A
samtals	N-G ADV
þign	N-A
ráðmenn	NS-N
sólir	NS-N
hertooa	NS-G
landsherra	NS-G
almúgans	N-G
svofelldum	ADJ-D
rómaríkis	NPR-G
býskermari	N-N
forsvarari	N-N
hæðilegum	ADJ-D
nauðgar	VBPI
niðurbrýtur	RP
$brýtur	VBPI
forníðar	VBPI
eiginni	ADJ-D
lotningu	N-A N-D
pligtugir	ADJ-N
híðbjörnu	NS-A
harðdregni	N-N
hefnast	VB
upphefja	RP
$hefja	VB VBPI
biðjunst	VBDI
svars	N-G
eftirleitni	N-N N-A
kærleg	ADJ-N
egngu	VBDI-TTT
ráðsetfnu	N-A
keisurunum	NS-D
herrunum	NS-D
fyrirkomið	RP
$komið	VBN VAN
gjörsamlega	ADV
júpíter	NPR-A NPR-D NPR-N
appoló	NPR-A
díóklesíanum	NPR-A
samtak	N-A
einvaldskeisari	N-N
herboð	N-A
forfallalaust	ADV
greken	NPR-A NPR-N
gergíi	NPR-G
fregna	VB
stórráða	NS-G
þrengingu	N-A N-D
grannt	ADV
náttstaði	N-A NS-A
húsbóndann	N-A
höfuðsmann	N-N N-A
húsbóndinn	N-N
skorith	NPR-N
megtugan	ADJ-N
prúðasti	ADJS-N
lengar	ADJR-A
húsbóndans	N-G
hermannlegasti	ADJS-N
orustur	NS-A
saluchen	NPR-N
fangaði	VBDI
kristilegrar	ADJ-G
herrana	NS-A
herranum	NPR-D N-D
snarlega	ADV
greifans	N-G
þjóðbraut	N-A
kvíslast	VBPI
brautir	NS-A
þorp	N-N NS-N
brautin	N-N
segjst	VBPI-TTT
saluchenn	NPR-D NPR-G
bóndann	N-A
tígulega	ADV ADJ-N
bróðurlegri	ADJ-D
ráðhag	N-A
forma	VB NS-A VBPI
setgja	VB-TTT
blíf	BEI VBPI
okkara	PRO-G
yfirunninn	RP
alldrei	ADV
útvöldum	RP ADJ-D
$völdum	VAN-D
viðið	VBPI
nama	P
lægur	VBPI-TTT
stuttir	ADJ-N
stundina	N-A
fögnuði	N-D
reikna	VB VBPI
umliðinn	RP
$liðinn	VAN
lífri	ADJ-D
gáfuð	VBDI ADJ-N
stórborgir	NS-A
saluchinn	NPR-A
nauðir	NS-A
sigurmerkis	N-G
ógurlegu	ADJ-D
dásemdar	N-G
undirdjúp	N-A
samall	ADJ-N
undirgefnir	VAN
höfðingjalaus	ADJ-N
blífið	BEPS VBPS VBPI VBI
eflið	VBPI
deilið	VBPI
traustleg	ADJ-N
stoð	N-N N-A
stríðið	N-N N-A VBPI VBI
hyllið	VBI
ykkra	PRO-A
eflingu	N-D
þverlegt	ADJ-A
skuldu	VBDI
heyrast	VB
kennandi	VAG ADJ-N
þekkjandi	VAG
svoddan	SUCH-D SUCH-N SUCH SUCH-A SUCH-G
fjórtánda	ADJ-D ADJ-G
sléttu	ADJ-D N-A NPR-D N-D
prýðileg	ADJ-A
þusti	VBDI
tjöldunum	NS-D
burðugi	ADJ-N
hreystimannlega	ADV
georgíi	NPR-G FW
nálegu	ADJ-N
virtist	VBDI VBDS
fordildar	N-G
skoða	VB VBPI VBI
parti	NPRS-N N-D
blífa	VB VBPI
gleyma	VB VBPI
hryggðar	N-G
lífláta	VB
nærveru	N-A N-D
mannhringnum	N-D
þykkast	ADJS-N
ríkasta	ADJS-G
kennast	VB
afneita	VB RP VBPI
$neita	VB
dirfist	VBPS VBPI
fullboði	N-D
mannhringinn	N-A
nærliggjandum	ADJ-D
fjarlægum	ADJ-D
goðunum	NS-D
meistaralegt	ADJ-N
appolló	NPR-A NPR-D NPR-G NPR-N
villtir	ADJ-N
vantrú	N-N N-A N-D
skurðgoðadýrkan	N-N
bölvuð	ADJ-N VAN
heiðindóminum	N-D
styrks	N-G
meðkennumst	VBPI
trúin	N-N
dýrkaði	VBDI VBDS
krenkja	VB
eymd	N-N N-A N-D
dýflissu	N-A
blökkur	N-N
böndin	NS-A NS-N
blökkurinn	N-N
móttu	MDDI
blessaðan	ADJ-A
ódæmin	NS-N
beittur	VAN
blessaðri	ADJ-D VAN-D
auðmjúklega	ADV
missýningum	NS-D
píslarvætti	N-A
guðinn	NPR-A N22
fítons	NPR-G
djöfullegan	ADJ-A
skínandlegu	ADJ-D
íþyngdur	VAN
einkatraust	N-N
kvala	NS-G
dýflissunni	N-D
skurðguðum	NS-D
daufum	ADJ-D
lyti	VBDS
barinn	VAN
krossvísu	N-D
skilningsvit	NS-A
mildri	ADJ-D
staðleg	ADJ-N
hop	N-A NS-N
ætíð	ADV
úrdögg	N-N N-D
neinni	PRO-D Q-D
ómaki	N-D
umber	RP
$ber	VBI
auðmjmúklega	ADV
huggari	N-N
rífur	VBPI
fátækrar	ADJ-G
fæði	N-A VBPS
hyggnir	ADJ-N
meinar	VBPI
karfir	NS-A NS-N
molunum	NS-D
saddur	ADJ-N VAN
sannlegan	ADJ-A
ekkjan	N-N
herfilegt	ADJ-A
örm	ADJ-N
armóð	N-A
umyrði	N-A
hastugt	ADV
skaðar	VBPI
barmar	VBPI
hleyp	VBPI
ljúflega	ADV
myndað	VAN
veraldleg	ADJ-N
herkúles	NPR-A
sínir	PRO-N
nægt	VBN
heyranlegt	ADJ22
eymdar	N-G
fátæktar	N-G ADJ-G
fráhorfnir	ADJ-N
hé	ADV
ástvinar	N-G
trúlegs	ADJ-G
ótrúanlegt	ADJ-N
árinu	N-D
hávetrartíma	N-A
almennilegt	ADJ-A ADJ-N
ekkjunnar	N-G
hungraður	ADJ-N
fullkomlegur	ADJ-N
lærisveinn	N-N
yfirgef	RP
veraldlega	ADJ-A ADJ-N ADJ-G
megtugasti	ADJS-N
veraldlegur	ADJ-N
höfuðborgum	NS-D
ímynd	N-N N-A N-D
sjálfviljugan	ADJ-A
fátækdóm	N-A N-D
frábærileg	ADJ-N
gleð	VBPI VBI
sessinn	N-A
frygðar	VBPI
himinríkisvistar	N-G
trúlegrar	ADJ-G
$buna	VB
sæld	N-A N-D
gríp	VBPI
frjóvgist	VBPS
lauf	NS-A
smakar	VBPI
dúkur	N-N
fjötrar	NS-N VBPI
faðmaði	VBDI
súluna	N-A
súlan	N-N
kvistum	NS-D
umsnerist	RP
$snerist	VBPI
apaldur	N-A
kvistarnir	NS-N
þekjuna	N-A
náttúrulegu	ADJ-D
þurrir	ADJ-N
guðlegri	ADJ-D ADJR-D
súla	N-N
grænn	ADJ-N
fullþakkað	VBN
rúbín	N-N
dúknum	N-D
borðsins	N-G
flaumósa	ADJ-N
skeð	VBN VAN
ltilum	Q-D
fáséð	ADJ-N
ræfrinu	N-D
runnur	N-N
kvistirnir	NS-N
þekjunnar	N-G
fuglarnir	NS-N
skvaldri	N-D
óðamælgi	N-D
kvinnunnar	N-G
grundaði	VBDI
efn	CONJ-TTT
sást	VBDI VBPI
sendiboði	N-N
syrgjandi	VAG ADJ-D NS-A
afguðs	N-G
ansa	VB VBPI
frábærilegt	ADJ-N
fauskur	N-N ADJ-N
ekkjuna	N-A
brjót	VBI
laufi	N-D
nýsprottnum	VAN-D
uxu	VBDI
fullvaxin	VAN
ávöxtinn	N-A
smakkaði	VBDI
borðhald	N-N N-A
guðdómlegum	ADJ-D
veraldlegri	ADJ-D
ávextinum	N-D
brauðinu	N-D
gleðst	VBDI VBPI
huggunarorði	N-D
klagar	VBPI
lofuðuð	VBDI
vikna	NS-G
gamalt	ADJ-A ADJ-N
dauft	ADV ADJ-N
hneppt	VBN VAN
hrærði	VBDI
reitað	VBN
góðgirndar	N-G
liðugt	ADJ-N
móðurinni	N-D
beyma	VB
formá	VBPI
vankað	ADJ-A
málóð	ADJ-N
kraftaverk	NS-A NS-N
kvinnunni	N-D
fyrirr	P
ýmislegum	ADJ-D Q-D
blómum	NS-D
tegund	N-N N-D
smakka	VB
smakaði	VBDI
býtti	VBDI
neyttu	VBDI
máttugan	ADJ-A
æundir	ADV
yfirgefur	RP VBPI
$gefur	VBPI
ljúflegri	ADJ-D
ryktugheit	N-N
alexandría	NPR-N
herbergjum	NS-D
slíkut	SUCH-A
72	NUM-A NUM-N
herrum	NS-D
aðgjörða	NS-G
markgreifann	N-A
fagurmælum	NS-D
vildarmenn	NS-N
dýrðarverk	N-A
ástvin	N-A N-D
fylgjarar	NS-N
hamslausir	ADJ-N
þrengdist	VBDI
fuglasöng	N-A
frábærilegur	ADJ-N
híbýli	NS-N N-D
einvirðulega	ADV
dýrkanar	N-G
krafthöfðigur	ADJ-N
món	PRO-G
forsmá	VB VBPI
dakíanus	NPR-N
70	NUM-A NUM-G NUM-D NUM-N
fremsta	ADJS-A ADJS-N ADJS-D
keisaradóm	N-A
dæmis	N-G
fuglasönginum	N-D
laufið	N-N
blóminn	N-N
ávöxturinn	N-N
börkurinn	N-N
grösin	NS-N
sætasta	ADJS-A
föl	ADJ-N
bitrum	ADJ-D
naddverski	ADJ-N
sólarguð	N-N N-A NPR-N N-D
dýrkir	VBPS
undirgengin	RP
$gengin	VBN
kraftadigur	ADJ-N
umyrðum	NS-D
mak	N-A
finnunst	VBI
drottningunnar	N-G
pallacio	FW
glaðastur	ADJS-N
samtali	N-D
hingaðburði	NS-D
hjenni	PRO-D
eldlegrar	ADJ-G
partí	NPR-N
medí	NPR-N
elamíten	NPR-N
mesópótamíam	NPR-D
indíam	NPR-D
friggíam	NPR-D
pontum	NPRS-D
asíam	NPR-D
panfílíam	NPR-D
egiptum	NPR-D
líbíi	NPR-N
sírenin	NPR-N
nafnið	N-N N-A
sírus	NPR-D
proseliti	FW
júðverskra	ADJ-G
gethinn	NPR-N
arbíen	NPR-D
postulana	NS-A
gallískir	ADJ-N
hreinlegum	ADJ-D
jungfrúdómi	N-D
fátæku	ADJ-G ADJ-A ADJ-D
skurðgoði	N-D
hryggðist	VBDI VBDS
barmaði	VBDI
linnti	VBDI
palacio	FW
undarlegann	ADJ-A
furðar	VBPI
þenkið	VBPI
sömuleiðis	ALSO ADV
hjálpuðu	VBDI
heiðruðu	VBDI
einarðlega	ADV
alexandria	NPR-G NPR-N
orðlofs	N-G
prýðilegt	ADJ-N
klappaði	VBDI
líflega	ADV
skurðgoða	NS-G
cristum	NPR-A
allvoldugur	ADJ-N
leitun	N22 N-N
þokunni	N-D
skært	ADJ-A ADV ADJ-N
dýrlegann	ADJ-A
klaufunum	NS-D
grandlega	ADV
þýðir	VBPI
döggva	VB
yfirgefið	RP
dögginn	N-N
döggu	N-D
skírfaðir	N-N
örugg	ADJ-A ADJ-N
trúleik	N-A
endanlegri	ADJR-N
himneskri	ADJ-D
varnaðar	N-G
k13	N-N
klukkan	N-N N-A
miðmorguns	N-G
lxx.	NUM-N
bland	N-A N-D
markgreifi	N-N
palestino	NPR-D
endið	VBPS
lofun	N-N N-A N-D
apollo	NPR-A NPR-D
höllinna	N-A
apollus	NPR-N
lítillækka	VB VBPI
geng	VBPI
gengst	VBPI
stuttan	ADJ-A
leyfið	N-A VBPI VBI
þrengist	VBPI
dauf	ADJ-A ADJ-N
dumba	ADJ-A
áðan	N-N ADV ADVR
appollo	NPR-A NPR-D NPR-N
meinsæris	N-G
trúlausan	ADJ-A
alvöru	N-G ADJ-A N-A N-D
húsbændum	NS-D
spjalla	VB NPR22
lucas	NPR-N
xvi	ADJ-D NUM-N
capitula	FW
einarðar	N21
pale	NPR-D
kristin	ADJ-A ADJ-N
písla	NS-G
ávítunar	N-G
vanvirt	VBN
hrært	ADJ-N VBN
georgium	NS-D NPR-D
skynsemdar	N-G
vantrúnað	N-A
heimsleg	ADJ-A
fljótasta	ADVS
hast	N-A N-D
flýtt	VBN
goergíus	NPR-N
allsbert	ADJ-A ADJ-N
alnakið	ADJ-N
nakið	ADJ-N
línlak	N-N N-A
seinasta	ADJS-A ADJS-N
línlakið	N-A
gjörningurinn	N-N
skyrtunni	N-D
kringlótt	ADJ-A ADJ-N
götin	NS-A
hvorumegin	Q-D
arnann	N-A
georgii	NPR-G
k14	N-N
skyrtuna	N-A
skyrtan	N-N
fótsíðan	ADJ-N
sumlegir	Q-N
velskorinn	ADJ-A
sniðið	VBN
krans.	N-A
gjörðan	DAN
perlum	NS-D
prýðilegum	ADJ-D
kransinn	N-A
fullroskinn	ADJ-N
máltæki	N-N NS-A N-A N-D
ljúf	ADJ-N
teiknuðu	VBDI
fullgjöra.	VB
lamar	ADJ-N VBPI
nýtar	ADJ-A ADJ-N
liðuga	ADJ-A
hnepptir	VAN
þrútnir	VAN
allsvoldugur	ADJ-N
frábærlegt	ADJ-A
fullgjöra	VB
ásjáandi	RP ADJ-D
$sjáandi	VAG VAG-D
sveinunum	NS-D
andskotanum	NPR-D N-D
andskotinn	N-N NPR-N
hrópaði	VBDI
ógurlegri	ADJ-D
skrifari	N-N
vöndinn	N-A
flengdi	VBDI
faldist	VBDI
vöndum	NS-D
tregðast	VB VBPI
slikt	SUCH-A
almáttugann	ADJ-A
stendur.	VBPI
óvinurinn	N-N NPR-N
hræðilegum	ADJ-D
ógurleg	ADJ-N
drambsemi	N-G N-N N-A N-D
lúsífer	NPR-N
samlagi	N-D
skiptumst	VBDI
partur	N-N
neðursta	ADJS-G
dýpa	NS-G
vesæld	N-N
fýlu	N-D
selskap	N-A N-D
öfundsjúkir	ADJ-N
sálum	NS-D NPR-A
unaðsamlegri	ADJ-D
þykkasta	ADJS-A
parturinn	N-N
afguði	NS-D NS-A N-D
daufa	ADJ-A
yðvir	PRO-N
þjónið	VBPI
óróaðist	VBDI
haturs	N-G
féngu	VBDI
hræðilegur	ADJ-N
æsilegri	ADJR-D
opinberann	ADJ-A
forsmánar	VBPI
vantrúaðir	ADJ-N
hindra	VB
fylgir.	VBI
liggjum	VBPI
óendalegs	ADJ-G
rátt	ADJ22-N
verald<dash>	ADJ21-D
legum	ADJ22-D
gyllinni	N-A N-D
fulllgjöra	VB
loforð	N-A NS-N
ofra	VB VBPI
sólarguði	N-D
held	VBPI
sendiég	VBPI
$ég	PRO-N
neðstu	ADJS-G ADJS-A ADJS-D
undirdýpa	NS-G
svíkir	VBPS
vondi	ADJ-N
trúlegri	ADJ-D
tælt	VBN
friða	VB
yðrum.	PRO-D
æfa	VB ADV VBPI
k15	N-N
jafnnærri	ADJR-N
forsvarað	VBN
vantrúar	N-G
hæða	VB NS-G VBPI
vissan	ADJ-A
stríðu	N-N N-D
þráláti	ADJ-N
djarfann	ADJ-A
falskri	ADJ-D
fortölu	N-D
loflegt	ADJ-N
hjól	N-N N-A NS-N NS-A
snörpum	ADJ-D
hjólið	N-N N-A
decíum	NPR-D
lofdýrðar	N-G
veraldlegs	ADJ-G
bata.	N-G
snöruðu	VBDI VBDS
sverðanna	NS-G
mælti.	VBPI
vill.	MDPI
jarðskjálfta	NS-D NS-A
angist	N-N N-A N-D
grasgarðinum	N-D
skírdags	N-G NPR-G
ómildir	ADJ-N
höndluðu	VBDI VBDS
ómiskunnsamlega	ADV
sviti	N-N
reyfara	N-G
kóróna	VB N-N
engli	N-D
k16	N-N
dásamlegt	ADJ-A ADJ-N
hans.	PRO-G
cristus	NPR-N
yfirvann	RP
$vann	VBDI
vij.	NUM-D
óteljanlegar	ADJ-A
georgíj	NPR-G
gleymið	VBPI
ósködduðum	ADJ-D
dýrkaðir	VBDS
háðungar	N-G N-A NS-A
fyrirdæmingar	N-G
bata	VB N-G N-A
decíus	NPR-G NPR-N
xij.	NUM-N
líflátast	VB
líflátið	VAN-A VBN VAN
kunngjör	VBPI
salir	NS-N
kvittar	ADJ-N
morði	N-D
manndrápi	N-D
vesælum	ADJ-D
ómildur	ADJ-N
stríðlyndur	ADJ-N
lætir	VBDS
undrun	N-A N-D
óvei	INTJ
ólukka	N-N
hverfast	VB
neinna	Q-G
gagnstæðlegar	ADJ-N
fortýndur	VAN
betrar	VBPI
markgreifans	N-G
forþénar	VBPI
óendanlegar	ADJ-A ADJ-N
kvalir	NS-A
kórónuna	N-A
guðsspjalla	NS-G
bókmála	N-A
gjörða	DAN DODI VBPI
teófíli	NPR-N
postulunum	NS-D
auðsýningum	NS-D
fyrirheiti	N-D
föðursins	N-G NPR-G
íraels	NPR-G
punkta	NS-A
tímanna	NS-G
júdea	NPR-D NPR-N
samaría	NPR-D NPR-N FW
yðsta	ADJS-G
jarðarenda	N-G
skýið	N-N
faranda	VAG
sáuð	VBDI
viðsmjörsviðarfjall	NPR-N
þvottdagsgöngu	N-D
bartalameus	NPR-N
alfei	NPR-N
selotes	NPR-N
kvinnunum	NS-D
lærisveinanna	NS-G
tuttugum	NUM-D
ritningu	N-D
leiðtogari	N-N
hlutdeild	N-N N-A N-D
akurinn	N-A
